sid,tomato,cabbage,eggplant,greens,peppers,pulses,onion,nuts,banana,melon,passion,taro,potato,onion,beans,cane,sunflower,papaya,pineapple,rice
c62eeee3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dd17662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9ac730fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9380abbe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50d4d21d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25f2f94a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db6c645e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57f80f53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f60078e4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc944e2c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d81e95ad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d442fad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4ba49e6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e96c6f62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7c0b91f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dca3331e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6bfdd4bb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4beb92d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8819afdb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375c752c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f32e9c66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8e8fb73b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50e9bfc4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84344b09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b811269b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86dd7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8eeeba81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b6d4bad4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
021b467a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d67d4f22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15eb069d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a790f92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e2dad7f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d415560d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2f67b41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8335035b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
709d7f34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efd096b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62e723e3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8063bae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52e9c2ce,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745997e7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5509c20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa421f65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8e6e0be,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a64fc7fb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1991a2f0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975cc40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
73076714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e41f8f17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6092c5f9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578ae5d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ffa91aa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f749129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cfccb639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6dca18cd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58478c24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a398822e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6f60d75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344d4da0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5383fa61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51125432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134da289,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3b83419d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426cd858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451b910c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005d1a03,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411239d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73aea7fc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e16e4ad0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470dac80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220a1e9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1221a68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb3110ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64ed14ce,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8ebf304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d17a0396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aa78d74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0ee055c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0511e0a8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26d0a113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935af69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3cc5e49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbdaaaf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f512e169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d91fcc4d,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cf15c8a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faf28a6a,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6cab6e6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3d2ee59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9aa67f0f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1ad1597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48a05d08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e12e9178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613376f2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82d6e4e3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79a07432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cd7bc8e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5f0ff5c,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b6f5fe64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db9c14f4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2564dc50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9f380420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e8f2274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dceefc98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3bfdc45b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0b92e07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64808cdc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922ac0b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10e081e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc7c5327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e014a86e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9621a5e3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e1a9d346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67a887cf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c0b7bbe,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148040f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bd9f55c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e53af206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976f74df,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd494344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2dc5aa0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14b888ff,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34a403fb,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
aa4e2b5f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0937daa7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7b43aab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20c12e27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505a40f4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06f2102e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763d1254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44cdd317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ab089fa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b3be0f0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201a029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26c36822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06a7dbe0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038b8ac,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e183bd22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57f63212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2112b30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05506627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2bff218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d9e4cb7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c8bae06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a68f2a80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2190fd3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab84c6eb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c042c980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f900569e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35e00295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a43651f5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cef5b30f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c4b2fe5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
da1f990b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc055b1f,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c9c3ea3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23cb564c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e70c88b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ff41e119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46dbdf08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2a3715cb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27a457d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31db80dc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880d474e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e66765a0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee96ff2a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8f7d6ee,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9ee9ca8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d9345bc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1426e1e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90a8f6da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86a3ba08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ba3abf3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7c10b1e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c718cce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ff424fb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac5a6e46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97a654d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3dd8470a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52c23990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681fcb92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fd9955ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7699aed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14a532e9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58d80867,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f74c380f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01fadc74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19d94f7f,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bb97ea9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a3562a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cda1c0ad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d1a61f7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db727671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a27bdd46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4558219b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c29c06d2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941f60b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeb99991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d0184bc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da8fda8c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912558d,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92edbac1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8fb568a9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd1522e5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a2e7d81,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53df5fd0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17c4e47c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c626b22a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96b013ea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d4b6268c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5352c6f9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eede2e97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
b322a613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99187bd3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7a1dc25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
b7d82e00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6c913fd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746a8a67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030948b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0289209f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d9395e3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
