sid,lon,lat,date,s2,s3,ir0,ir1,ir2,ws1,ws2
6aa19f60,33.9519506,1.5048256,2023-02-02 10:18:00+03:00,15,30,irrigated,yes,green_crops_ds,yes,tap_piped_water
d268c352,32.8253617,1.702095,2023-02-02 10:18:00+03:00,50,120,irrigated,yes,green_crops_ds,no,
8475de47,32.928185,1.783265,2023-02-02 10:19:00+03:00,15,40,irrigated,yes,wet_ground_ds green_crops_ds water_lines,yes,surface_water shallow_well
276ad487,33.9520613,1.5048394,2023-02-02 10:20:00+03:00,15,40,irrigated,yes,green_crops_ds,yes,tap_piped_water
4488ea61,32.894115,0.7656917,2023-02-02 10:20:00+03:00,8,10,irrigated,yes,green_crops_ds,no,
ff19ceeb,33.8807062,0.1635703,2023-02-02 10:21:00+03:00,15,20,irrigated,yes,green_crops_ds,yes,surface_water
2ba11ca2,33.9520367,1.5048517,2023-02-02 10:22:00+03:00,15,35,irrigated,yes,green_crops_ds,yes,tap_piped_water
9b8f77a2,32.9574502,1.705474,2023-02-02 10:23:00+03:00,3,8,irrigated,no,,no,
77227584,30.1073517,-1.32999,2023-02-02 10:25:00+03:00,30,50,irrigated,yes,wet_ground_ds,no,
a5e9dc46,33.8807468,0.1634769,2023-02-02 10:27:00+03:00,5,25,irrigated,yes,green_crops_ds,yes,surface_water
477866c2,30.0551404,-1.3774386,2023-02-02 10:27:00+03:00,10,20,irrigated,no,,no,
c74e13e8,32.92821,1.7834117,2023-02-02 10:28:00+03:00,30,40,non-irrigated,yes,wet_ground_ds green_crops_ds water_lines pump_manual,yes,shallow_well surface_water
ac486b31,33.8001029,0.3927118,2023-02-02 10:29:00+03:00,14,35,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
b9ce259e,30.0064845,-1.3304075,2023-02-02 10:30:00+03:00,7,15,irrigated,no,,yes,tap_piped_water
6f3a2a46,32.9278983,1.7832802,2023-02-02 10:32:00+03:00,15,40,irrigated,yes,wet_ground_ds green_crops_ds water_lines pump_manual,yes,shallow_well surface_water
8738a4b1,32.9860525,0.7689776,2023-02-02 10:33:00+03:00,15,25,irrigated,yes,green_crops_ds,no,
c4081ff4,33.799889,0.3927292,2023-02-02 10:33:00+03:00,19,40,irrigated,yes,green_crops_ds wet_ground_ds,yes,surface_water
1094e57b,30.0063466,-1.3302914,2023-02-02 10:34:00+03:00,8,20,irrigated,no,,yes,tap_piped_water
20e05003,33.799865,0.3930433,2023-02-02 10:35:00+03:00,22,30,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
39a1cbea,33.0360383,0.79287,2023-02-02 10:36:00+03:00,6,16,irrigated,yes,wet_ground_ds,yes,surface_water
669c41fd,32.8686171,1.622702,2023-02-02 10:36:00+03:00,25,38,irrigated,yes,irrig_ev_struct_equip_oth green_crops_ds,yes,shallow_well
0c701111,33.7995041,0.3911025,2023-02-02 10:39:00+03:00,32,40,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
c32c18cd,33.0360175,0.792911,2023-02-02 10:40:00+03:00,11,23,irrigated,yes,wet_ground_ds,yes,surface_water
89e62dae,33.0358073,0.7937076,2023-02-02 10:43:00+03:00,61,135,irrigated,no,,yes,surface_water
7825146d,32.9489174,0.7484916,2023-02-02 10:43:00+03:00,100,300,irrigated,yes,wet_ground_ds green_crops_ds pump_manual,yes,borehole
aff7950d,33.8865684,0.1693951,2023-02-02 10:43:00+03:00,5,15,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
e4ac3bac,33.0359837,0.7937849,2023-02-02 10:47:00+03:00,16,21,non-irrigated,yes,wet_ground_ds,yes,surface_water
9264f30a,32.8647719,1.6258904,2023-02-02 10:47:00+03:00,40,60,irrigated,no,,no,
21311854,32.9212951,1.6925669,2023-02-02 10:47:00+03:00,40,80,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
8aecea3f,33.7990237,0.3908945,2023-02-02 10:48:00+03:00,24,38,irrigated,yes,wet_ground_ds sprinkler,yes,surface_water
62389d88,32.8649835,1.6261369,2023-02-02 10:49:00+03:00,40,75,irrigated,no,,no,
ba7e00d6,32.8088247,1.7070841,2023-02-02 10:49:00+03:00,20,20,irrigated,no,,yes,surface_water
92aca15b,32.9218466,1.6925754,2023-02-02 10:51:00+03:00,15,50,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
4d6f8d55,32.8649176,1.6263171,2023-02-02 10:51:00+03:00,35,62,irrigated,no,,no,
ad7cd77f,33.7988232,0.3888955,2023-02-02 10:51:00+03:00,18,50,irrigated,yes,wet_ground_ds green_crops_ds pump_manual,yes,surface_water
f53e5a39,32.8648256,1.6266139,2023-02-02 10:54:00+03:00,15,36,irrigated,no,,no,
a77a1b97,32.9222433,1.6927368,2023-02-02 10:55:00+03:00,6,12,irrigated,yes,green_crops_ds,yes,surface_water
48367f4a,32.9225424,1.6927102,2023-02-02 10:57:00+03:00,40,80,irrigated,no,,yes,surface_water
e6d1adfe,32.8645625,1.626568,2023-02-02 10:57:00+03:00,45,53,irrigated,no,,no,
6321b00a,32.7658704,0.5416704,2023-02-02 10:58:00+03:00,7,13,irrigated,no,,yes,surface_water
7ddc78fe,33.7983555,0.3878634,2023-02-02 10:58:00+03:00,18,32,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
6bfd8914,32.91282833,1.732276667,2023-02-02 10:59:00+03:00,7,10,irrigated,no,,yes,surface_water
d72d873d,30.0472167,-1.3668249,2023-02-02 11:01:00+03:00,15,30,irrigated,no,,no,
c7689107,32.91286667,1.732016667,2023-02-02 11:02:00+03:00,5,15,irrigated,no,,yes,surface_water
6cb1784a,32.9232669,1.6931961,2023-02-02 11:04:00+03:00,18,20,irrigated,yes,green_crops_ds,yes,surface_water
ebcd85c8,33.7989042,0.3880696,2023-02-02 11:04:00+03:00,25,54,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
caab16db,32.9234576,1.6932127,2023-02-02 11:07:00+03:00,27,40,irrigated,no,,yes,surface_water
eb82288a,30.0854317,-1.2886533,2023-02-02 11:08:00+03:00,10,25,irrigated,no,,yes,tap_piped_water
006caafe,30.0500368,-1.3666034,2023-02-02 11:11:00+03:00,15,20,irrigated,no,,no,
efdae2ae,33.7070933,0.2076867,2023-02-02 11:14:00+03:00,21,40,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
51c5113f,30.0855471,-1.2884906,2023-02-02 11:15:00+03:00,4,10,irrigated,no,,yes,tap_piped_water
627f6213,33.8586997,0.1821729,2023-02-02 11:16:00+03:00,20,50,irrigated,yes,green_crops_ds,yes,surface_water
c4bc4199,33.7742871,0.3467145,2023-02-02 11:16:00+03:00,30,40,irrigated,no,,no,
060a82ee,33.7068335,0.207155,2023-02-02 11:17:00+03:00,25,35,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
116612d0,32.9087993,0.7680466,2023-02-02 11:18:00+03:00,100,100,irrigated,no,,no,
43e14a27,33.7740294,0.3469259,2023-02-02 11:18:00+03:00,15,30,irrigated,no,,no,
5839a369,32.8173307,1.7071096,2023-02-02 11:19:00+03:00,15,15,irrigated,yes,green_crops_ds,yes,shallow_well
c2c3d5b7,32.9608767,1.7392008,2023-02-02 11:20:00+03:00,5,8,irrigated,no,,no,
5d9b4b75,33.8584733,0.182492,2023-02-02 11:20:00+03:00,20,35,irrigated,yes,green_crops_ds,yes,surface_water
da3c7047,32.8806323,1.6266273,2023-02-02 11:21:00+03:00,6,12,irrigated,yes,green_crops_ds,yes,surface_water
2d4971b7,32.961232,1.7398075,2023-02-02 11:22:00+03:00,5,10,irrigated,no,,no,
f84ef787,33.8580998,0.1829148,2023-02-02 11:22:00+03:00,15,20,irrigated,yes,green_crops_ds wet_ground_ds,yes,surface_water
9a2b130d,32.9611678,1.7396,2023-02-02 11:24:00+03:00,5,10,irrigated,no,,no,
5362e1ca,30.0429083,-1.3662433,2023-02-02 11:24:00+03:00,7,15,irrigated,no,,no,
4fe8b8f2,30.0896656,-1.3318741,2023-02-02 11:24:00+03:00,30,50,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
e183c390,32.8790083,1.625776,2023-02-02 11:25:00+03:00,13,22,irrigated,no,,yes,shallow_well
4e6e4a91,33.8581633,0.1831065,2023-02-02 11:25:00+03:00,5,15,irrigated,yes,green_crops_ds,yes,surface_water
df24a7a8,32.96103,1.7394372,2023-02-02 11:26:00+03:00,7,12,irrigated,no,,no,
d8dfccac,33.70572,0.205775,2023-02-02 11:26:00+03:00,13,21,irrigated,yes,irrig_ev_struct_equip_oth wet_ground_ds,yes,surface_water
f7beefb3,32.9610799,1.7393707,2023-02-02 11:27:00+03:00,5,10,irrigated,no,,no,
143e6e24,33.8575702,0.1833235,2023-02-02 11:28:00+03:00,10,30,irrigated,yes,green_crops_ds,yes,surface_water
356162d9,33.7056416,0.206003,2023-02-02 11:30:00+03:00,19,30,irrigated,yes,wet_ground_ds irrig_ev_struct_equip_oth,yes,surface_water
50a6af4a,29.9893998,-1.4327026,2023-02-02 11:30:00+03:00,15,28,irrigated,yes,green_crops_ds,yes,tap_piped_water
db2012d8,33.8576981,0.1833233,2023-02-02 11:31:00+03:00,5,30,irrigated,yes,green_crops_ds,yes,surface_water
ef5355d1,30.0406109,-1.4030513,2023-02-02 11:32:00+03:00,12,20,non-irrigated,no,,no,
bf58aa4f,33.8569934,0.1837333,2023-02-02 11:34:00+03:00,20,40,irrigated,yes,green_crops_ds,yes,surface_water
33de5138,32.9110777,0.7678454,2023-02-02 11:36:00+03:00,15,23,irrigated,yes,green_crops_ds,no,
bb03d163,33.907275,1.41334,2023-02-02 11:37:00+03:00,12,20,irrigated,no,,no,
38d123ac,32.9466143,0.7537351,2023-02-02 11:37:00+03:00,10,15,non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
f0411c8e,33.8566531,0.183857,2023-02-02 11:37:00+03:00,8,20,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
310ade5f,31.2272662,3.4683271,2023-02-02 11:38:00+03:00,6,12,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
a00345aa,32.9108048,0.7680308,2023-02-02 11:40:00+03:00,25,35,irrigated,yes,green_crops_ds,yes,surface_water shallow_well
d5a30aaf,31.2914163,3.474189,2023-02-02 11:40:00+03:00,15,15,irrigated,yes,wet_ground_ds green_crops_ds pump_manual,yes,shallow_well
163f933d,31.2272861,3.4682713,2023-02-02 11:40:00+03:00,5,9,irrigated,yes,green_crops_ds,yes,shallow_well
2f8c9a7e,32.94549,0.7537283,2023-02-02 11:42:00+03:00,10,25,non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
98c55565,32.9104154,0.7674248,2023-02-02 11:45:00+03:00,27,32,irrigated,yes,green_crops_ds wet_ground_ds,yes,shallow_well
4bb43ea3,32.9228306,0.71752,2023-02-02 11:45:00+03:00,25,40,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
9a745f60,32.9450872,0.7539301,2023-02-02 11:45:00+03:00,30,100,non-irrigated,yes,furrows_canals green_crops_ds wet_ground_ds,yes,surface_water
1c92b4ce,31.4214466,2.0105232,2023-02-02 11:45:00+03:00,10,30,irrigated,no,,no,
dffc5b76,29.927538,-1.4445881,2023-02-02 11:50:00+03:00,5,12,both_irrigated_non-irrigated,yes,furrows_canals green_crops_ds,yes,surface_water
4e0cc647,30.0242842,-1.3387528,2023-02-02 11:50:00+03:00,8,15,non-irrigated,no,,yes,surface_water
dddc14db,32.9918237,0.7745264,2023-02-02 11:53:00+03:00,10,15,non-irrigated,yes,green_crops_ds,yes,surface_water
cfa29310,32.8204848,1.6995519,2023-02-02 11:54:00+03:00,13,28,irrigated,yes,green_crops_ds,no,
b78a07f9,29.9285483,-1.4446417,2023-02-02 11:56:00+03:00,4,8,both_irrigated_non-irrigated,yes,green_crops_ds,yes,surface_water
73fb507c,32.9108231,0.7659351,2023-02-02 11:57:00+03:00,30,40,irrigated,yes,furrows_canals,no,
c803fd07,32.8204885,1.6995171,2023-02-02 11:58:00+03:00,15,38,irrigated,no,,no,
38bee491,32.8204055,1.6999181,2023-02-02 12:01:00+03:00,10,20,irrigated,no,,no,
158a2212,30.0323783,-1.356075,2023-02-02 12:01:00+03:00,5,15,irrigated,yes,green_crops_ds,no,
772a170a,32.9098015,0.7666252,2023-02-02 12:02:00+03:00,6,60,irrigated,yes,green_crops_ds,no,
af45ce04,29.927747,-1.4454833,2023-02-02 12:02:00+03:00,5,8,both_irrigated_non-irrigated,yes,green_crops_ds,yes,surface_water
3e3faaf1,32.9733301,1.7424225,2023-02-02 12:03:00+03:00,5,10,irrigated,yes,pump_manual,yes,surface_water
da89a603,30.0324833,-1.3564133,2023-02-02 12:03:00+03:00,5,6,irrigated,yes,green_crops_ds,no,
8e76edcc,30.098255,-1.3517433,2023-02-02 12:03:00+03:00,15,30,irrigated,yes,wet_ground_ds green_crops_ds,no,
f8f1b096,32.8206169,1.6999929,2023-02-02 12:04:00+03:00,10,100,irrigated,yes,green_crops_ds,no,
eb3fc1d1,30.064787,-1.3018671,2023-02-02 12:06:00+03:00,5,10,irrigated,no,,yes,tap_piped_water surface_water
3ba012cb,33.9350967,1.4310683,2023-02-02 12:08:00+03:00,10,15,irrigated,no,,no,
ae083f3d,31.2971779,3.3904565,2023-02-02 12:08:00+03:00,15,30,irrigated,yes,green_crops_ds,yes,surface_water
23ea6b84,32.8205863,1.6997637,2023-02-02 12:08:00+03:00,22,45,irrigated,no,,no,
57429261,32.906935,0.7688012,2023-02-02 12:09:00+03:00,25,70,irrigated,yes,wet_ground_ds green_crops_ds,no,
4a4e2c5e,30.0699717,-1.3575283,2023-02-02 12:10:00+02:00,30,50,irrigated,yes,wet_ground_ds,no,
672f5807,33.8587686,1.404425,2023-02-02 12:10:00+03:00,25,50,irrigated,no,,no,
7b1bb580,30.0346948,-1.3663579,2023-02-02 12:12:00+03:00,15,20,irrigated,no,,no,
8a51fb9b,32.9732685,1.7423851,2023-02-02 12:13:00+03:00,4,10,irrigated,yes,pump_manual,yes,surface_water
16a2d59b,32.8813976,1.6265947,2023-02-02 12:14:00+03:00,20,38,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
196e153e,29.9267499,-1.4462784,2023-02-02 12:15:00+03:00,7,15,both_irrigated_non-irrigated,yes,green_crops_ds,yes,tap_piped_water
e58863e5,32.9730606,1.7431101,2023-02-02 12:19:00+03:00,5,10,irrigated,no,,yes,surface_water
0bd88f88,32.8815,1.6262244,2023-02-02 12:19:00+03:00,17,33,irrigated,yes,green_crops_ds pump_manual,yes,shallow_well
8d1835cc,33.0288165,0.7892268,2023-02-02 12:22:00+03:00,4,16,irrigated,yes,green_crops_ds,yes,surface_water
b0fd9767,32.8813517,1.6263883,2023-02-02 12:22:00+03:00,28,42,irrigated,no,,yes,shallow_well
6491379a,33.0287042,0.7892601,2023-02-02 12:26:00+03:00,5,11,irrigated,yes,wet_ground_ds,no,
aca48474,29.9865108,-1.4114659,2023-02-02 12:29:00+02:00,20,20,irrigated,yes,green_crops_ds,yes,surface_water
c8edd646,33.0283496,0.7891119,2023-02-02 12:30:00+03:00,8,11,irrigated,no,,yes,surface_water
74b8c6e6,29.9865301,-1.4115666,2023-02-02 12:32:00+02:00,3,10,irrigated,yes,green_crops_ds,yes,surface_water
46cbd928,33.0282618,0.7890976,2023-02-02 12:32:00+03:00,9,13,irrigated,no,,yes,surface_water
df1c1d2e,29.9865408,-1.4115978,2023-02-02 12:33:00+02:00,5,12,irrigated,no,,yes,surface_water
2983a587,33.0281773,0.7889794,2023-02-02 12:35:00+03:00,12,15,irrigated,no,,yes,surface_water
21c6fac0,31.1918,3.480435,2023-02-02 12:36:00+03:00,8,10,irrigated,yes,green_crops_ds,yes,surface_water
4bbb520c,33.0283212,0.7888971,2023-02-02 12:37:00+03:00,15,19,irrigated,no,,yes,surface_water
0f112d08,29.9860183,-1.411445,2023-02-02 12:37:00+03:00,20,25,non-irrigated,no,,no,
5fecaa1b,33.7354746,0.4187969,2023-02-02 12:38:00+03:00,6,12,irrigated,yes,green_crops_ds,yes,surface_water
d6b7889b,29.9861416,-1.411459,2023-02-02 12:39:00+03:00,25,30,irrigated,yes,green_crops_ds,yes,surface_water
bd60fc68,33.0286818,0.7886205,2023-02-02 12:40:00+03:00,7,15,irrigated,no,,yes,surface_water
a166a0a0,33.028768,0.7885055,2023-02-02 12:43:00+03:00,10,29,irrigated,no,,yes,surface_water
c25a8297,32.8334635,1.7164052,2023-02-02 12:43:00+03:00,10,15,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
17918c95,32.8442063,1.7506481,2023-02-02 12:44:00+03:00,20,40,irrigated,yes,green_crops_ds wet_ground_ds irrig_ev_struct_equip_oth,yes,shallow_well
cad1904f,32.9127333,0.7656308,2023-02-02 12:45:00+03:00,8,30,irrigated,yes,green_crops_ds,no,
fd3b2920,32.8842343,1.623584,2023-02-02 12:46:00+03:00,32,64,irrigated,no,,yes,shallow_well
67e2f2b8,31.225005,3.452545,2023-02-02 12:51:00+03:00,6,15,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
d7ade655,33.7684833,0.3187417,2023-02-02 12:51:00+03:00,30,40,irrigated,no,,yes,surface_water
32c927e7,31.3013105,3.394303,2023-02-02 12:52:00+03:00,10,30,irrigated,yes,green_crops_ds,yes,shallow_well
1d8535bf,33.7131751,0.1874128,2023-02-02 12:52:00+03:00,10,23,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
4634b635,30.0476937,-1.2731083,2023-02-02 12:52:00+03:00,8,12,non-irrigated,no,,yes,surface_water
0524263f,31.3011433,3.39434,2023-02-02 12:53:00+03:00,5,15,irrigated,yes,green_crops_ds,yes,shallow_well
bacb8d83,31.2249495,3.4525413,2023-02-02 12:53:00+03:00,7,10,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
7d1b0a95,32.8346138,1.7165679,2023-02-02 12:53:00+03:00,15,30,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
50256ffb,30.0363783,-1.3745817,2023-02-02 12:53:00+03:00,20,30,irrigated,no,,no,
d826217f,33.71331,0.187635,2023-02-02 12:54:00+03:00,28,34,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
0144e2c5,33.8077083,0.3682727,2023-02-02 12:54:00+03:00,120,600,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
49257da7,32.9744665,1.7388747,2023-02-02 12:55:00+03:00,3,8,irrigated,no,,yes,surface_water
27634552,32.8345549,1.7166147,2023-02-02 12:55:00+03:00,20,30,irrigated,no,,yes,shallow_well
3654efe5,30.0363454,-1.3746612,2023-02-02 12:55:00+03:00,3,10,irrigated,yes,green_crops_ds,no,
1365f2ff,32.9744387,1.7390093,2023-02-02 12:56:00+03:00,3,7,irrigated,no,,yes,surface_water
f7394683,33.674648,0.3651389,2023-02-02 12:56:00+03:00,4,12,irrigated,yes,green_crops_ds,yes,surface_water
d48ff3c9,30.0365625,-1.374845,2023-02-02 12:56:00+03:00,7,12,irrigated,no,,no,
051a7f76,31.3012566,3.3943146,2023-02-02 12:57:00+03:00,15,20,irrigated,yes,green_crops_ds wet_ground_ds,yes,shallow_well
39e8ef78,30.0062214,-1.4083844,2023-02-02 12:57:00+03:00,13,20,non-irrigated,yes,green_crops_ds,no,
d5e25732,32.8343286,1.7162636,2023-02-02 12:58:00+03:00,10,15,irrigated,yes,wet_ground_ds water_lines,yes,shallow_well
30496162,29.9358682,-1.4596729,2023-02-02 12:58:00+03:00,8,10,non-irrigated,yes,green_crops_ds furrows_canals,yes,surface_water
51b44570,32.8841589,1.6238683,2023-02-02 13:00:00+03:00,13,25,irrigated,yes,pump_manual irrig_ev_struct_equip_oth,yes,shallow_well
0d5f7ea2,30.0062742,-1.4082515,2023-02-02 13:01:00+03:00,6,12,irrigated,yes,green_crops_ds,yes,surface_water
a456d767,29.9357267,-1.4596583,2023-02-02 13:01:00+03:00,5,12,both_irrigated_non-irrigated,yes,green_crops_ds furrows_canals,yes,surface_water
628620c2,33.7151946,0.1860456,2023-02-02 13:03:00+03:00,30,55,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
0ce0f995,29.9357812,-1.459262,2023-02-02 13:06:00+03:00,5,7,both_irrigated_non-irrigated,yes,green_crops_ds,yes,surface_water
22afefd5,31.3068552,3.4715798,2023-02-02 13:07:00+03:00,8,16,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
e88adaca,32.8336562,1.7161858,2023-02-02 13:07:00+03:00,7,10,irrigated,no,,yes,shallow_well
547763ad,32.87947333,1.738226667,2023-02-02 13:07:00+03:00,7,15,non-irrigated,no,,yes,shallow_well
bfee13a5,33.7153126,0.1857847,2023-02-02 13:07:00+03:00,8,50,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
0596e64f,32.8323878,1.7163737,2023-02-02 13:09:00+03:00,10,25,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
b570129a,32.87932167,1.738635,2023-02-02 13:12:00+03:00,8,12,irrigated,no,,no,
6e2bb56b,32.8323282,1.7166783,2023-02-02 13:13:00+03:00,5,18,irrigated,no,,yes,shallow_well
9a13e8af,32.9250669,0.7163204,2023-02-02 13:15:00+03:00,20,30,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
c472380a,32.87944833,1.738453333,2023-02-02 13:15:00+03:00,6,10,non-irrigated,no,,yes,shallow_well
deb97832,32.8446053,1.7512575,2023-02-02 13:15:00+03:00,15,25,irrigated,no,,no,
f33f0aaf,32.9433808,0.7408116,2023-02-02 13:19:00+03:00,40,100,non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
fcf920de,33.0230667,0.781375,2023-02-02 13:21:00+03:00,7,9,irrigated,no,,no,
2f24d6bc,32.9249959,0.7164198,2023-02-02 13:22:00+03:00,25,30,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
39eace6b,32.9430156,0.7409923,2023-02-02 13:25:00+03:00,100,200,non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
b75ab566,33.7182803,0.1875518,2023-02-02 13:25:00+03:00,19,26,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
8cd88bb3,32.9254795,0.7162156,2023-02-02 13:26:00+03:00,30,40,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
50c2f74c,33.8128323,0.369911,2023-02-02 13:26:00+03:00,40,80,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
37d3dc39,31.2556733,3.4929733,2023-02-02 13:28:00+03:00,5,7,irrigated,yes,green_crops_ds,yes,surface_water
7650c449,33.7277413,0.2412294,2023-02-02 13:28:00+03:00,22,35,irrigated,yes,green_crops_ds,yes,surface_water
f7e70c99,30.0013105,-1.3875929,2023-02-02 13:29:00+03:00,14,20,irrigated,yes,pump_manual,yes,surface_water
6c38965f,33.0232077,0.7814893,2023-02-02 13:30:00+03:00,11,18,irrigated,no,,no,
aae2ffb9,31.255394,3.4930839,2023-02-02 13:31:00+03:00,5,6,irrigated,yes,green_crops_ds,yes,surface_water
a8f4c466,33.7172207,0.1850738,2023-02-02 13:31:00+03:00,20,55,irrigated,yes,wet_ground_ds irrig_ev_struct_equip_oth,yes,surface_water
a7b8b48f,33.7271746,0.2412226,2023-02-02 13:31:00+03:00,15,25,irrigated,yes,green_crops_ds,yes,surface_water
988f9e7b,31.2553383,3.493152,2023-02-02 13:33:00+03:00,6,10,irrigated,yes,green_crops_ds,yes,surface_water
b3eb2aef,31.2552702,3.4931014,2023-02-02 13:34:00+03:00,5,5,irrigated,yes,green_crops_ds,yes,surface_water
f2a758e2,32.8482121,1.7538952,2023-02-02 13:34:00+03:00,15,32,irrigated,yes,green_crops_ds,yes,shallow_well
4721f697,33.7271283,0.2408167,2023-02-02 13:36:00+03:00,20,38,irrigated,yes,green_crops_ds,yes,surface_water
1b0a9ba1,31.1975796,3.4687728,2023-02-02 13:38:00+03:00,6,18,irrigated,yes,green_crops_ds,yes,surface_water
0079c1f4,32.8482826,1.7538099,2023-02-02 13:38:00+03:00,7.5,15,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
ee9be64d,33.7176032,0.1849395,2023-02-02 13:38:00+03:00,18,39,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
0e9f6c26,31.1975746,3.4687333,2023-02-02 13:41:00+03:00,6,9,irrigated,yes,green_crops_ds,yes,surface_water
d3798249,33.718115,0.1851033,2023-02-02 13:41:00+03:00,40,50,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
818cdaa8,32.848299,1.7536179,2023-02-02 13:42:00+03:00,18,36,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
db930353,31.1975569,3.4686215,2023-02-02 13:43:00+03:00,8,12,irrigated,yes,green_crops_ds,yes,surface_water
f2cffe76,31.1978408,3.4685872,2023-02-02 13:44:00+03:00,5,25,irrigated,yes,green_crops_ds,yes,surface_water
3286dc0e,32.8480933,1.75367,2023-02-02 13:46:00+03:00,12,12,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
cd2e94f0,29.9721485,-1.4243089,2023-02-02 13:47:00+03:00,3,10,irrigated,yes,green_crops_ds,yes,surface_water
42509db9,30.0998177,-1.2992149,2023-02-02 13:48:00+03:00,17,20,both_irrigated_non-irrigated,no,,yes,surface_water
f482c1cd,29.9721398,-1.424336,2023-02-02 13:49:00+03:00,3,5,irrigated,yes,green_crops_ds,yes,surface_water
59be96f3,32.8356406,1.6939709,2023-02-02 13:52:00+03:00,10,200,irrigated,yes,pump_slr water_lines,yes,shallow_well
75de77e1,32.9424099,0.7395081,2023-02-02 13:54:00+03:00,20,60,non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
36eaee23,33.8035156,0.3561485,2023-02-02 13:54:00+03:00,24,70,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
25e3b257,32.8487355,1.7538671,2023-02-02 13:55:00+03:00,12,28,irrigated,yes,green_crops_ds wet_ground_ds,yes,shallow_well
382f921d,32.8357874,1.694113,2023-02-02 13:56:00+03:00,20,200,irrigated,yes,pump_slr water_lines tank,yes,shallow_well
702ab218,32.9423572,0.7391229,2023-02-02 13:57:00+03:00,20,60,non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
2a310e70,33.7095836,0.1943381,2023-02-02 13:59:00+03:00,35,90,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
a1ecf62b,32.8362106,1.6942046,2023-02-02 14:00:00+03:00,70,100,irrigated,yes,tank pump_slr water_lines,yes,shallow_well
c1504f0c,32.8354303,1.6946252,2023-02-02 14:07:00+03:00,8,80,irrigated,yes,tank pump_slr,yes,shallow_well
1a4b2b41,33.8060429,0.3657934,2023-02-02 14:07:00+03:00,19,54,irrigated,yes,green_crops_ds,yes,borehole
86be0091,32.8424348,1.6279889,2023-02-02 14:12:00+03:00,10,18,irrigated,no,,no,
6a2c909b,31.2508128,3.435597,2023-02-02 14:13:00+03:00,8,12,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
c7471cb1,32.8422763,1.6280778,2023-02-02 14:14:00+03:00,13,22,irrigated,no,,no,
fffd8128,32.9260049,0.753111,2023-02-02 14:15:00+03:00,30,80,irrigated,yes,wet_ground_ds green_crops_ds,yes,borehole
d7028235,31.2808301,3.4385615,2023-02-02 14:16:00+03:00,8,10,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
