sid,lon,lat,date,s2,s3,ir0,ir1,ir2,ws1,ws2
2ed490bb,33.0217797,1.234433,2023-02-25 12:22:00+03:00,35,45,irrigated,yes,irrig_ev_struct_equip_oth,yes,surface_water
b004592d,31.813975,-0.3374967,2023-02-25 12:24:00+03:00,20,40,irrigated,no,,yes,surface_water
22f7be35,33.2103793,1.2985166,2023-02-25 12:25:00+03:00,20,35,irrigated,yes,green_crops_ds,yes,surface_water
265b8493,31.8138864,-0.3371595,2023-02-25 12:26:00+03:00,20,25,irrigated,yes,green_crops_ds,yes,surface_water
bbf1a6b7,32.5332339,2.2309974,2023-02-25 12:26:00+03:00,13,18,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
d233312e,32.5988409,2.196939,2023-02-25 12:27:00+03:00,10,15,irrigated,yes,green_crops_ds,yes,borehole
b004cc5b,31.6521902,-0.4048847,2023-02-25 12:28:00+03:00,65,180,irrigated,yes,green_crops_ds,no,
ad82c3e2,33.2108704,1.2981459,2023-02-25 12:28:00+03:00,40,65,irrigated,yes,green_crops_ds,yes,surface_water
9d535f79,32.5987107,2.197238,2023-02-25 12:29:00+03:00,10,10,irrigated,yes,green_crops_ds,yes,borehole
d24db064,30.86322,0.9920733,2023-02-25 12:29:00+03:00,50,70,non-irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
5ff7d50d,31.813879,-0.3372386,2023-02-25 12:30:00+03:00,10,25,irrigated,no,,no,
0575b254,32.5986512,2.1972962,2023-02-25 12:30:00+03:00,10,10,irrigated,yes,green_crops_ds,yes,borehole
0435056e,32.5331468,2.2307484,2023-02-25 12:30:00+03:00,18,70,irrigated,no,,yes,surface_water
52a1a7bc,31.8134333,-0.3379367,2023-02-25 12:32:00+03:00,15,20,irrigated,no,,yes,surface_water
a4fcc6ce,32.5988091,2.1972843,2023-02-25 12:32:00+03:00,15,20,irrigated,no,,yes,borehole
4d02796e,30.862895,0.9922295,2023-02-25 12:32:00+03:00,50,60,non-irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
05aea39b,32.5988126,2.1972775,2023-02-25 12:34:00+03:00,30,30,irrigated,no,,yes,borehole
20d93142,32.5330112,2.2306558,2023-02-25 12:34:00+03:00,10,80,irrigated,yes,green_crops_ds,yes,surface_water
11034122,30.8627439,0.9920718,2023-02-25 12:34:00+03:00,60,60,non-irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
f1eee9ab,31.7401577,-0.3851107,2023-02-25 12:35:00+03:00,18,32,irrigated,yes,green_crops_ds,no,
dd48e278,29.7098137,-0.663725,2023-02-25 12:35:00+03:00,20,30,irrigated,no,,no,
a95fe106,31.8239809,-0.4351534,2023-02-25 12:36:00+03:00,10,35,irrigated,yes,green_crops_ds,no,
55a313d1,31.7406871,-0.3845455,2023-02-25 12:36:00+03:00,20,60,irrigated,yes,furrows_canals,yes,surface_water
266a9d0e,31.7936678,-0.370112,2023-02-25 12:36:00+03:00,8,12,non-irrigated,no,,yes,surface_water
dfe8d335,32.2449149,2.3402099,2023-02-25 12:36:00+03:00,14,28,irrigated,no,,no,
10efa8ae,32.5988883,2.1969041,2023-02-25 12:36:00+03:00,10,10,irrigated,no,,yes,borehole
2087c42d,32.5329289,2.2304269,2023-02-25 12:36:00+03:00,18,40,irrigated,yes,green_crops_ds,yes,surface_water
5bd4cd2f,31.7935007,-0.3704001,2023-02-25 12:40:00+03:00,26,37,irrigated,yes,tank green_crops_ds,yes,surface_water
5f85c676,31.1143028,3.2712535,2023-02-25 12:40:00+03:00,5,10,irrigated,yes,green_crops_ds,yes,tap_piped_water
0349149d,32.5328926,2.2307991,2023-02-25 12:40:00+03:00,18,20,irrigated,no,,yes,surface_water
4dbd1370,33.5295395,2.0466949,2023-02-25 12:41:00+03:00,15,80,irrigated,yes,green_crops_ds,yes,surface_water
7758ab32,29.7721425,-0.5718169,2023-02-25 12:41:00+03:00,20,30,irrigated,no,,no,
e6705c3f,31.8232475,-0.4395127,2023-02-25 12:42:00+03:00,15,40,irrigated,yes,green_crops_ds,no,
e1f427de,31.1143233,3.2712417,2023-02-25 12:42:00+03:00,5,15,irrigated,yes,green_crops_ds,yes,tap_piped_water
d61ca1e9,33.0982117,1.2916618,2023-02-25 12:42:00+03:00,22,50,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
ec6288b1,30.86337,0.9903767,2023-02-25 12:42:00+03:00,100,100,irrigated,yes,green_crops_ds wet_ground_ds,yes,surface_water
89b25946,31.1143083,3.2713033,2023-02-25 12:43:00+03:00,10,15,irrigated,yes,green_crops_ds,yes,tap_piped_water
3f0d0a80,33.5296167,2.0464567,2023-02-25 12:44:00+03:00,40,80,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
bd00ccf6,32.2458267,2.3429417,2023-02-25 12:44:00+03:00,14,20,irrigated,yes,green_crops_ds,yes,shallow_well
22c086b4,31.1142734,3.2713158,2023-02-25 12:45:00+03:00,10,15,irrigated,yes,green_crops_ds,yes,tap_piped_water
88102c3b,33.0046097,1.2365033,2023-02-25 12:45:00+03:00,20,45,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
3708bfab,31.1142718,3.271287,2023-02-25 12:46:00+03:00,8,15,irrigated,yes,green_crops_ds,yes,tap_piped_water
de83e7ce,32.2459841,2.3431197,2023-02-25 12:46:00+03:00,8,14,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,shallow_well
ccaa84d2,32.6374069,2.3187649,2023-02-25 12:46:00+03:00,10,30,irrigated,yes,green_crops_ds pump_manual,yes,surface_water
2d5b1633,31.6826846,-0.4168164,2023-02-25 12:47:00+03:00,40,60,irrigated,yes,green_crops_ds water_lines,yes,shallow_well
03d18bb8,31.8241761,-0.4388767,2023-02-25 12:48:00+03:00,10,40,irrigated,yes,green_crops_ds,no,
6fd7cb7d,33.0050019,1.2368469,2023-02-25 12:48:00+03:00,9,70,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
f1f86810,33.0054297,1.2369883,2023-02-25 12:50:00+03:00,15,20,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
3ee2e04e,31.829286,-0.3242656,2023-02-25 12:51:00+03:00,8,15,irrigated,no,,yes,surface_water
e66bd78f,31.79357,-0.3717267,2023-02-25 12:53:00+03:00,20,34,irrigated,yes,green_crops_ds,yes,surface_water
885a9554,32.2459198,2.344327,2023-02-25 12:53:00+03:00,18,29,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well
e0e5ca56,32.2457559,2.344475,2023-02-25 12:55:00+03:00,12,16,irrigated,yes,green_crops_ds,yes,shallow_well
a8319bdb,31.7936196,-0.3715476,2023-02-25 12:56:00+03:00,26,40,irrigated,yes,green_crops_ds furrows_canals,yes,surface_water
fc7e19e6,32.637385,2.318885,2023-02-25 12:57:00+03:00,5,40,irrigated,yes,green_crops_ds pump_manual,yes,surface_water
9887f7e3,33.4531284,2.0826459,2023-02-25 12:59:00+03:00,20,85,irrigated,no,,yes,surface_water
569c181c,31.678103,-0.4154762,2023-02-25 13:00:00+03:00,10,40,irrigated,yes,green_crops_ds,yes,surface_water
9df3359d,32.2459949,2.3449218,2023-02-25 13:00:00+03:00,8,16,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water shallow_well
1bcc2011,32.6375532,2.3188051,2023-02-25 13:00:00+03:00,5,60,irrigated,yes,wet_ground_ds green_crops_ds pump_manual,yes,surface_water
0453b17e,33.4520116,2.0827465,2023-02-25 13:02:00+03:00,8,25,irrigated,no,,yes,surface_water
c0dc4a78,32.2463048,2.3449052,2023-02-25 13:02:00+03:00,13,23,irrigated,yes,wet_ground_ds green_crops_ds,yes,shallow_well surface_water
28bfeef1,31.6782708,-0.4146841,2023-02-25 13:04:00+03:00,30,45,irrigated,yes,green_crops_ds,yes,surface_water
5b08e020,30.9561492,1.0189175,2023-02-25 13:05:00+03:00,20,40,irrigated,yes,wet_ground_ds furrows_canals,yes,shallow_well
4743eddb,32.2461407,2.345108,2023-02-25 13:06:00+03:00,10,18,irrigated,yes,green_crops_ds,yes,shallow_well surface_water
3ad6ccaf,33.4519395,2.0828053,2023-02-25 13:08:00+03:00,5,20,irrigated,no,,yes,surface_water
2bf00c67,31.6783347,-0.4146053,2023-02-25 13:08:00+03:00,60,60,irrigated,yes,green_crops_ds,yes,surface_water
457a275e,33.0974953,1.2924151,2023-02-25 13:08:00+03:00,50,75,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
8d7fae4e,33.4521623,2.0824419,2023-02-25 13:10:00+03:00,9,30,irrigated,no,,yes,surface_water
f31e61b9,31.8286533,-0.3294641,2023-02-25 13:10:00+03:00,10,20,irrigated,no,,yes,surface_water
82337ff4,29.7799779,-0.6280549,2023-02-25 13:10:00+03:00,10,18,both_irrigated_non-irrigated,no,,no,
af0acdac,33.0971721,1.2929712,2023-02-25 13:11:00+03:00,24,50,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
2209c0c0,33.1120881,1.173569,2023-02-25 13:12:00+03:00,20,60,irrigated,yes,green_crops_ds,yes,surface_water
ff1d69f1,33.452341,2.0817631,2023-02-25 13:13:00+03:00,10,15,irrigated,no,,yes,surface_water
4ede1b4a,31.6274433,-0.3788151,2023-02-25 13:13:00+03:00,15,25,irrigated,yes,green_crops_ds,no,
6b5c1a5f,33.1123192,1.1733052,2023-02-25 13:13:00+03:00,20,40,irrigated,yes,green_crops_ds,yes,surface_water
0adbf382,29.7802696,-0.6280258,2023-02-25 13:13:00+03:00,15,35,both_irrigated_non-irrigated,yes,green_crops_ds,no,
c9931094,33.4521095,2.0817251,2023-02-25 13:15:00+03:00,15,25,irrigated,yes,furrows_canals,yes,surface_water
c35099d5,33.1550952,1.2914976,2023-02-25 13:15:00+03:00,50,100,irrigated,no,,yes,surface_water
efa9998a,29.7803655,-0.6282767,2023-02-25 13:16:00+03:00,12,16,both_irrigated_non-irrigated,yes,green_crops_ds,no,
13c3858e,33.4628921,2.1180836,2023-02-25 13:17:00+03:00,15,25,irrigated,yes,green_crops_ds,yes,shallow_well
48de0906,33.1545895,1.2908521,2023-02-25 13:18:28.756000+03:00,20,50,irrigated,no,,yes,surface_water
b946c950,31.7325577,-0.4270273,2023-02-25 13:19:00+03:00,20,35,irrigated,yes,green_crops_ds,no,
ad3386ab,33.4527114,2.0806765,2023-02-25 13:20:00+03:00,20,50,irrigated,no,,yes,surface_water
5234d9f7,33.4627369,2.1181674,2023-02-25 13:20:00+03:00,25,55,irrigated,yes,green_crops_ds,yes,shallow_well
dcffabba,33.2139685,1.3016382,2023-02-25 13:20:00+03:00,20,45,irrigated,yes,green_crops_ds,yes,surface_water
3a7ff1da,31.7322961,-0.4274775,2023-02-25 13:21:00+03:00,10,35,irrigated,yes,green_crops_ds,no,
5f2d9c98,33.4628971,2.1179434,2023-02-25 13:22:00+03:00,15,35,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,shallow_well
b34001c0,29.7703983,-0.6011317,2023-02-25 13:22:00+03:00,10,20,irrigated,no,,no,
c1dabc44,31.7321834,-0.4275633,2023-02-25 13:23:00+03:00,10,25,irrigated,yes,green_crops_ds,yes,surface_water
4c7b9bcc,33.4536035,2.0809934,2023-02-25 13:24:00+03:00,15,20,irrigated,no,,yes,surface_water
b1850240,31.8283522,-0.3294187,2023-02-25 13:24:00+03:00,10,25,irrigated,no,,yes,surface_water
6b97ebc0,32.1698572,2.3798996,2023-02-25 13:24:00+03:00,5,10,irrigated,no,,yes,surface_water
dca96474,33.4631214,2.1178295,2023-02-25 13:25:00+03:00,15,20,irrigated,yes,green_crops_ds furrows_canals,yes,shallow_well
6fe9c11c,32.1698911,2.3799169,2023-02-25 13:26:00+03:00,5,10,irrigated,no,,yes,surface_water
ae6420d3,33.2148157,1.3009794,2023-02-25 13:26:00+03:00,25,45,irrigated,yes,green_crops_ds,yes,surface_water
397c8e48,33.4633362,2.1177247,2023-02-25 13:27:00+03:00,15,25,irrigated,yes,green_crops_ds,yes,shallow_well
a072be41,31.7319002,-0.4277252,2023-02-25 13:27:00+03:00,20,50,irrigated,yes,green_crops_ds,yes,surface_water
e6910ead,32.1699017,2.3799017,2023-02-25 13:27:00+03:00,5,10,irrigated,no,,yes,surface_water
7953e52f,33.1723532,1.2375118,2023-02-25 13:27:00+03:00,30,40,irrigated,no,,yes,surface_water
dfefb85a,32.1699367,2.3799183,2023-02-25 13:28:00+03:00,5,5,irrigated,no,,yes,surface_water
a9c9ab49,33.4634942,2.1176287,2023-02-25 13:29:00+03:00,15,25,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,shallow_well
7d87d05d,32.169934,2.3799241,2023-02-25 13:29:00+03:00,5,10,irrigated,no,,yes,surface_water
04db300d,32.1699276,2.3799156,2023-02-25 13:30:00+03:00,5,10,irrigated,no,,yes,surface_water
21864b45,31.7327333,-0.427895,2023-02-25 13:31:00+03:00,12,30,irrigated,yes,green_crops_ds,yes,surface_water
fce67d51,32.1698538,2.3798598,2023-02-25 13:32:00+03:00,5,10,irrigated,no,,yes,surface_water
5e0ebaec,33.2158483,1.3003967,2023-02-25 13:32:00+03:00,20,30,irrigated,yes,green_crops_ds,yes,surface_water
2e19856c,31.732579,-0.4284956,2023-02-25 13:33:00+03:00,20,30,irrigated,yes,green_crops_ds,yes,surface_water
6ab3ac60,32.1697297,2.3799103,2023-02-25 13:33:00+03:00,5,5,irrigated,no,,yes,surface_water
ec000e83,31.8283241,-0.3293367,2023-02-25 13:36:00+03:00,8,12,irrigated,no,,yes,surface_water
410d2bed,33.1177533,1.1460714,2023-02-25 13:36:00+03:00,21,35,irrigated,yes,green_crops_ds,yes,surface_water
ba49c42d,29.7758538,-0.6439457,2023-02-25 13:37:00+03:00,3,15,both_irrigated_non-irrigated,yes,green_crops_ds,no,
0b84a19d,33.0899241,1.1900632,2023-02-25 13:38:00+03:00,30,40,irrigated,yes,furrows_canals,yes,surface_water
c6d75d2f,29.7609283,-0.5981383,2023-02-25 13:39:00+03:00,25,40,irrigated,no,,no,
f5d4ed81,33.1209286,1.1457054,2023-02-25 13:41:00+03:00,24,37,irrigated,yes,green_crops_ds pump_manual,yes,surface_water
86ee2796,32.247535,2.3443617,2023-02-25 13:45:00+03:00,20,45,irrigated,no,,no,
463000c6,33.4870081,2.0295433,2023-02-25 13:46:00+03:00,40,80,irrigated,yes,furrows_canals green_crops_ds,yes,surface_water
41a23583,33.1215236,1.145765,2023-02-25 13:48:00+03:00,17,28,irrigated,yes,green_crops_ds,yes,surface_water
cba41cf1,33.4873692,2.0295831,2023-02-25 13:49:00+03:00,25,60,irrigated,yes,green_crops_ds,yes,surface_water
f869bea5,31.7651103,-0.3718195,2023-02-25 13:50:00+03:00,80,90,irrigated,yes,green_crops_ds,no,
c22afe33,32.3878987,2.3847462,2023-02-25 13:50:00+03:00,8,20,irrigated,no,,no,
3ffe4d4b,32.5965762,2.2270733,2023-02-25 13:50:00+03:00,20,20,irrigated,no,,yes,surface_water
41a49922,33.4875683,2.029663,2023-02-25 13:51:00+03:00,20,50,irrigated,yes,green_crops_ds,yes,surface_water
af37b791,32.3876881,2.3846387,2023-02-25 13:51:00+03:00,7,15,irrigated,yes,pump_manual,no,
7efb5b00,33.1221439,1.1456842,2023-02-25 13:51:00+03:00,14,36,irrigated,yes,green_crops_ds,yes,surface_water
0ea35a36,33.4933352,2.0535094,2023-02-25 13:54:00+03:00,25,70,both_irrigated_non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
93e49306,32.3876632,2.3845316,2023-02-25 13:54:00+03:00,8,10,irrigated,yes,pump_manual,no,
386c1e12,31.814449,-0.4394793,2023-02-25 13:55:00+03:00,15,50,irrigated,no,,yes,surface_water
71582201,31.76514,-0.3705928,2023-02-25 13:55:00+03:00,15,25,irrigated,yes,green_crops_ds,no,
86739c62,31.8304934,-0.3210524,2023-02-25 13:55:00+03:00,50,60,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water borehole
2594ea6a,32.3877025,2.3844712,2023-02-25 13:55:00+03:00,15,28,irrigated,yes,pump_manual,no,
0fbec1c3,32.3879099,2.3845208,2023-02-25 13:56:00+03:00,10,18,irrigated,yes,pump_manual,no,
4c695427,33.1537372,1.2900443,2023-02-25 13:56:00+03:00,30,100,irrigated,no,,yes,surface_water
67873e76,33.4932839,2.0535736,2023-02-25 13:57:00+03:00,20,70,both_irrigated_non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals pump_manual,yes,surface_water
3ec13357,33.4885837,2.0284819,2023-02-25 13:57:00+03:00,15,25,irrigated,yes,wet_ground_ds furrows_canals green_crops_ds,yes,surface_water
93de667a,31.7652973,-0.370398,2023-02-25 13:57:00+03:00,40,60,irrigated,yes,green_crops_ds,no,
0111d768,31.8340693,-0.3178165,2023-02-25 13:57:00+03:00,20,35,irrigated,yes,furrows_canals,yes,surface_water
45db9c30,31.0948316,3.0379002,2023-02-25 13:57:00+03:00,5,13,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
9362e602,32.3879037,2.3842981,2023-02-25 13:57:00+03:00,10,20,irrigated,yes,pump_manual,no,
cdd3d7b5,33.493425,2.0535645,2023-02-25 13:58:00+03:00,20,80,both_irrigated_non-irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
5fdfc634,32.596568,2.2270466,2023-02-25 13:58:00+03:00,15,15,irrigated,no,,yes,surface_water
3f78664a,33.1525856,1.2893357,2023-02-25 13:58:00+03:00,50,100,irrigated,no,,yes,surface_water
f9bec142,33.4886494,2.0284184,2023-02-25 13:59:00+03:00,10,35,irrigated,yes,green_crops_ds wet_ground_ds furrows_canals,yes,surface_water
47790467,31.0949672,3.0378546,2023-02-25 13:59:00+03:00,5,10,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
f644fde5,32.3880955,2.384381,2023-02-25 13:59:00+03:00,7,15,irrigated,yes,pump_manual,no,
d4b51fce,32.5966575,2.2270075,2023-02-25 13:59:00+03:00,20,20,irrigated,no,,yes,surface_water
cf03547b,31.095211,3.037682,2023-02-25 14:00:00+03:00,6,13,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
ca8d9857,32.3882108,2.3844623,2023-02-25 14:00:00+03:00,10,20,irrigated,yes,pump_manual,no,
4ec493a6,33.4889957,2.0281888,2023-02-25 14:01:00+03:00,15,30,irrigated,yes,green_crops_ds furrows_canals,yes,surface_water
bd1898e9,31.6478768,-0.3987521,2023-02-25 14:01:00+03:00,15,28,irrigated,yes,green_crops_ds,no,
23a2f7f6,32.3278887,2.3802641,2023-02-25 14:01:00+03:00,15,15,irrigated,yes,green_crops_ds furrows_canals,yes,surface_water
c6edd9a5,33.4891938,2.0281691,2023-02-25 14:02:00+03:00,15,25,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
ed9c201b,31.8015723,-0.3802098,2023-02-25 14:02:00+03:00,25,4,irrigated,yes,tank water_lines green_crops_ds,no,
29523c56,31.0952792,3.037715,2023-02-25 14:02:00+03:00,5,9,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
b57da2eb,32.59671,2.2270017,2023-02-25 14:02:00+03:00,20,20,irrigated,no,,yes,surface_water
a18ba354,32.9810058,1.2430778,2023-02-25 14:02:00+03:00,15,18,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
11f05a6f,31.0953817,3.0377117,2023-02-25 14:03:00+03:00,6,13,irrigated,yes,wet_ground_ds green_crops_ds,yes,surface_water
4339c6a6,33.4928257,2.0526857,2023-02-25 14:04:00+03:00,20,80,irrigated,yes,green_crops_ds,yes,surface_water
ec52f597,32.5967483,2.2270167,2023-02-25 14:04:00+03:00,20,20,irrigated,yes,green_crops_ds,yes,surface_water
134594ab,32.3279024,2.3798678,2023-02-25 14:04:00+03:00,12,15,irrigated,yes,furrows_canals,yes,surface_water
68e60706,32.2531211,2.3458346,2023-02-25 14:07:00+03:00,6,16,irrigated,no,,yes,surface_water
baa6b0fd,32.5969751,2.2270822,2023-02-25 14:07:00+03:00,15,15,irrigated,no,,yes,surface_water
68e7dc21,32.3279478,2.3797209,2023-02-25 14:07:00+03:00,20,30,irrigated,yes,furrows_canals,yes,surface_water
c1d0da6b,32.9812878,1.2438794,2023-02-25 14:07:00+03:00,18,38,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
5adda6ab,32.9814274,1.2443718,2023-02-25 14:09:00+03:00,30,50,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
3999214d,32.3283027,2.3797001,2023-02-25 14:11:00+03:00,15,20,irrigated,yes,furrows_canals wet_ground_ds green_crops_ds,yes,surface_water
97bef1ca,32.9809999,1.2440718,2023-02-25 14:12:00+03:00,18,60,irrigated,yes,green_crops_ds irrig_ev_struct_equip_oth,yes,surface_water
d9ee553b,32.328108,2.3800967,2023-02-25 14:14:00+03:00,10,15,irrigated,yes,furrows_canals green_crops_ds,yes,surface_water
8ddd8d0d,32.3284855,2.3802576,2023-02-25 14:16:00+03:00,20,20,irrigated,yes,green_crops_ds furrows_canals wet_ground_ds,yes,surface_water
b5b209b7,31.8340122,-0.3175717,2023-02-25 14:18:00+03:00,15,40,irrigated,yes,green_crops_ds,yes,surface_water
058065c7,32.3010363,2.349711,2023-02-25 14:18:00+03:00,5,15,irrigated,yes,green_crops_ds,yes,shallow_well
c0b4fdaf,31.7179043,-0.4168789,2023-02-25 14:19:00+03:00,20,45,irrigated,yes,green_crops_ds,no,
3f478374,31.8336589,-0.317361,2023-02-25 14:19:00+03:00,20,48,irrigated,no,,yes,surface_water
a88d6498,31.8336743,-0.317128,2023-02-25 14:20:00+03:00,50,70,irrigated,no,,yes,surface_water
fb73ef5e,32.3287559,2.3802609,2023-02-25 14:20:00+03:00,15,20,irrigated,yes,furrows_canals green_crops_ds,yes,surface_water
bce43bda,31.6444408,-0.392695,2023-02-25 14:21:00+03:00,100,150,irrigated,yes,wet_ground_ds green_crops_ds water_lines,yes,surface_water
fbc0eac5,32.3006882,2.3496348,2023-02-25 14:22:00+03:00,50,150,irrigated,yes,green_crops_ds,yes,shallow_well
3859773c,31.8334433,-0.3175766,2023-02-25 14:23:00+03:00,10,20,irrigated,yes,furrows_canals,yes,surface_water
6b7acccd,33.5074689,2.0546044,2023-02-25 14:26:00+03:00,50,150,irrigated,no,,yes,surface_water
e92a79ed,31.6762153,-0.4506525,2023-02-25 14:26:00+03:00,30,40,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
c223993c,31.8330286,-0.3176859,2023-02-25 14:26:00+03:00,20,26,,no,,yes,surface_water
2ac96e32,31.7190031,-0.4179821,2023-02-25 14:26:00+03:00,25,40,irrigated,yes,green_crops_ds,no,
17d645c0,32.3292892,2.37822,2023-02-25 14:26:00+03:00,20,30,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
7037b666,32.3290253,2.3781369,2023-02-25 14:28:00+03:00,25,25,irrigated,yes,green_crops_ds furrows_canals,yes,surface_water
ae1c3efc,31.7536983,-0.3694217,2023-02-25 14:29:00+03:00,20,30,irrigated,yes,green_crops_ds,no,
d7812225,31.7191555,-0.4180471,2023-02-25 14:29:00+03:00,25,40,irrigated,yes,green_crops_ds,no,
0dcd7664,31.6444938,-0.392371,2023-02-25 14:29:00+03:00,50,180,irrigated,yes,green_crops_ds,yes,surface_water
14fa0a08,31.8120684,-0.4317522,2023-02-25 14:32:00+03:00,20,35,irrigated,no,,no,
1a913b06,33.5075081,2.0544081,2023-02-25 14:38:00+03:00,10,70,irrigated,yes,green_crops_ds,yes,surface_water
0c6500d5,31.6439667,-0.3916017,2023-02-25 14:39:00+03:00,100,180,irrigated,yes,green_crops_ds,yes,surface_water
3eab5b18,32.6486245,2.2960523,2023-02-25 14:40:00+03:00,10,15,irrigated,yes,wet_ground_ds green_crops_ds pump_manual,yes,shallow_well
df679086,31.8076705,-0.3787556,2023-02-25 14:41:00+03:00,18,30,irrigated,yes,green_crops_ds,no,
48f3748a,32.5378593,2.2196793,2023-02-25 14:41:00+03:00,35,50,irrigated,yes,green_crops_ds furrows_canals,yes,surface_water
b38884e2,31.6759533,-0.4498308,2023-02-25 14:42:00+03:00,15,55,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
8a0fe1ce,33.4466491,2.0875603,2023-02-25 14:43:00+03:00,15,35,irrigated,no,,no,
e25953c2,32.6487035,2.2962555,2023-02-25 14:43:00+03:00,15,30,irrigated,yes,wet_ground_ds green_crops_ds pump_manual,yes,shallow_well
c9b8788a,31.6758732,-0.4498033,2023-02-25 14:44:00+03:00,25,45,irrigated,yes,green_crops_ds wet_ground_ds furrows_canals,yes,surface_water
aa214fde,33.5048646,2.0520143,2023-02-25 14:45:00+03:00,35,70,irrigated,no,,yes,surface_water
1ad5296a,32.6484657,2.2960325,2023-02-25 14:45:00+03:00,15,20,irrigated,yes,wet_ground_ds green_crops_ds pump_manual,yes,shallow_well
c58bbf8c,31.6758571,-0.4496977,2023-02-25 14:46:00+03:00,25,50,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
3375bfde,33.5042254,2.0515705,2023-02-25 14:47:00+03:00,50,70,irrigated,no,,yes,surface_water
9c381dfa,32.2532889,2.3457704,2023-02-25 14:47:00+03:00,10,17,irrigated,yes,green_crops_ds wet_ground_ds,yes,surface_water
ba202ba5,31.7820076,-0.3355859,2023-02-25 14:48:00+03:00,20,38,irrigated,yes,green_crops_ds,yes,surface_water
6953a60b,31.6760218,-0.4495744,2023-02-25 14:49:00+03:00,20,40,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
8e015db4,31.6434318,-0.391339,2023-02-25 14:49:00+03:00,8,85,irrigated,yes,green_crops_ds,yes,surface_water
8aee5409,31.7818755,-0.336203,2023-02-25 14:50:00+03:00,40,50,irrigated,yes,furrows_canals,yes,surface_water
3d36f6ba,31.6760575,-0.4495632,2023-02-25 14:52:00+03:00,40,40,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
97a07a33,31.6434145,-0.391355,2023-02-25 14:52:00+03:00,8,100,irrigated,yes,green_crops_ds wet_ground_ds,yes,surface_water
0fd02e74,32.2533489,2.3528097,2023-02-25 14:54:00+03:00,15,20,irrigated,yes,green_crops_ds,yes,shallow_well
5c1d71fd,33.4976243,2.0504744,2023-02-25 14:55:00+03:00,50,80,both_irrigated_non-irrigated,yes,green_crops_ds,yes,surface_water
356e5b61,31.675116,-0.4498484,2023-02-25 14:57:00+03:00,40,60,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,surface_water
0450a12a,31.7816902,-0.3367193,2023-02-25 14:57:00+03:00,50,80,irrigated,yes,furrows_canals,yes,surface_water
1a04e591,32.2537037,2.3527999,2023-02-25 14:57:00+03:00,15,20,irrigated,yes,wet_ground_ds green_crops_ds furrows_canals,yes,shallow_well surface_water
7227000b,32.2535359,2.3522731,2023-02-25 14:59:00+03:00,12,28,irrigated,no,,yes,shallow_well
239f159d,31.7811365,-0.337134,2023-02-25 15:01:00+03:00,20,30,irrigated,no,,yes,surface_water
ceac12d4,32.2536193,2.3524133,2023-02-25 15:02:00+03:00,10,18,irrigated,yes,green_crops_ds,yes,shallow_well
5d5282ea,31.7813315,-0.3375854,2023-02-25 15:05:00+03:00,20,30,irrigated,yes,green_crops_ds,yes,surface_water
ad23f12d,32.2534183,2.3526246,2023-02-25 15:05:00+03:00,14,21,irrigated,yes,green_crops_ds,yes,shallow_well
